Time (ms),Input x,Output x,Input y,Output y,Accel x (+/- 0.1 m/s^2),Accel y (+/- 0.1 m/s^2),Accel z (+/- 0.1 m/s^2),Gyro x (+/- 0.2 rad/s),Gyro y (+/- 0.2 rad/s),Gyro z (+/- 0.2 rad/s),Flight Phase
1634527,-3.94,0.08,83.94,-1.90,-0.12,-0.72,-8.90,-0.12,0.01,0.36,2
1634534,-3.94,0.08,83.94,-1.90,-0.12,-0.72,-8.89,-0.15,0.00,0.35,2
1634541,-3.94,0.08,83.94,-1.90,-0.12,-0.72,-8.89,-0.13,0.02,0.40,2
1634548,-3.94,0.08,83.94,-1.90,-0.12,-0.72,-8.89,-0.11,-0.01,0.38,2
1634555,-3.94,0.08,83.94,-1.90,-0.12,-0.72,-8.89,-0.12,0.01,0.35,2
1634562,-3.94,0.08,83.94,-1.86,-0.11,-0.72,-8.89,-0.11,-0.03,0.34,2
1634569,-3.94,0.08,83.94,-1.86,-0.11,-0.72,-8.89,-0.12,-0.03,0.34,2
1634576,-3.94,0.08,83.94,-1.86,-0.11,-0.72,-8.89,-0.11,-0.01,0.36,2
1634583,-3.94,0.08,83.94,-1.86,-0.11,-0.72,-8.90,-0.13,-0.03,0.37,2
1634590,-3.94,0.08,83.94,-1.86,-0.12,-0.72,-8.90,-0.11,-0.02,0.37,2
1634597,-3.94,0.08,83.94,-1.86,-0.12,-0.72,-8.90,-0.11,0.01,0.35,2
1634604,-3.94,0.08,83.94,-1.86,-0.12,-0.72,-8.89,-0.09,-0.01,0.36,2
1634611,-3.94,0.08,83.94,-1.86,-0.12,-0.72,-8.89,-0.11,-0.01,0.36,2
1634618,-3.94,0.08,83.94,-1.86,-0.12,-0.72,-8.89,-0.13,0.00,0.36,2
1634625,-3.94,0.08,83.94,-1.86,-0.11,-0.72,-8.89,-0.11,-0.01,0.34,2
1634632,-3.94,0.08,83.94,-1.86,-0.11,-0.72,-8.90,-0.14,0.01,0.32,2
1634639,-3.94,0.08,83.94,-1.86,-0.12,-0.72,-8.90,-0.16,0.01,0.34,2
1634646,-3.94,0.08,83.94,-1.86,-0.12,-0.73,-8.90,-0.17,0.02,0.34,2
1634653,-3.94,0.08,83.94,-1.86,-0.12,-0.72,-8.90,-0.18,0.05,0.36,2
1634660,-3.94,0.08,83.94,-1.86,-0.13,-0.72,-8.90,-0.20,0.02,0.39,2
1634667,-3.94,0.08,83.94,-1.87,-0.12,-0.73,-8.90,-0.16,0.04,0.38,2
1634674,-3.94,0.08,83.94,-1.87,-0.12,-0.72,-8.89,-0.15,0.05,0.38,2
1634681,-3.94,0.08,83.94,-1.87,-0.12,-0.72,-8.89,-0.15,0.02,0.32,2
1634688,-3.94,0.08,83.94,-1.87,-0.12,-0.72,-8.90,-0.16,0.02,0.33,2
1634695,-3.94,0.08,83.94,-1.87,-0.12,-0.72,-8.89,-0.17,0.00,0.33,2
1634702,-3.94,0.08,83.94,-1.87,-0.12,-0.72,-8.89,-0.17,0.00,0.33,2
1634736,-3.94,0.08,83.93,-1.87,-0.12,-0.73,-8.89,-0.13,-0.03,0.45,2
1634743,-3.94,0.08,83.93,-1.87,-0.12,-0.73,-8.89,-0.12,-0.01,0.40,2
1634750,-3.94,0.08,83.93,-1.87,-0.12,-0.72,-8.90,-0.12,0.00,0.37,2
1634757,-3.94,0.08,83.93,-1.87,-0.12,-0.72,-8.90,-0.11,-0.03,0.39,2
1634764,-3.94,0.08,83.93,-1.87,-0.12,-0.72,-8.89,-0.09,-0.02,0.43,2
1634771,-3.94,0.08,83.93,-1.87,-0.12,-0.72,-8.90,-0.08,-0.05,0.41,2
1634778,-3.94,0.08,83.93,-1.87,-0.12,-0.72,-8.90,-0.09,-0.07,0.44,2
1634785,-3.94,0.08,83.93,-1.87,-0.12,-0.72,-8.90,-0.13,-0.05,0.45,2
1634792,-3.94,0.08,83.93,-1.87,-0.12,-0.72,-8.90,-0.08,-0.04,0.45,2
1634799,-3.94,0.08,83.93,-1.87,-0.12,-0.72,-8.90,-0.09,-0.03,0.44,2
1634806,-3.94,0.08,83.93,-1.87,-0.13,-0.72,-8.90,-0.10,-0.04,0.42,2
1634813,-3.94,0.08,83.93,-1.87,-0.13,-0.72,-8.90,-0.11,-0.04,0.42,2
1634820,-3.94,0.08,83.93,-1.87,-0.13,-0.72,-8.90,-0.08,-0.01,0.39,2
1634827,-3.95,0.08,83.93,-1.87,-0.13,-0.72,-8.90,-0.10,0.02,0.41,2
1634834,-3.95,0.08,83.93,-1.87,-0.12,-0.72,-8.90,-0.12,0.00,0.43,2
1634841,-3.95,0.08,83.93,-1.87,-0.12,-0.72,-8.90,-0.12,-0.02,0.47,2
1634848,-3.95,0.08,83.93,-1.87,-0.12,-0.73,-8.90,-0.13,0.01,0.49,2
1634855,-3.95,0.08,83.93,-1.87,-0.12,-0.73,-8.90,-0.14,0.00,0.44,2
1634862,-3.95,0.08,83.93,-1.87,-0.12,-0.73,-8.90,-0.13,-0.04,0.44,2
1634869,-3.95,0.08,83.93,-1.87,-0.12,-0.73,-8.90,-0.14,-0.03,0.42,2
1634876,-3.95,0.10,83.93,-1.89,-0.12,-0.73,-8.90,-0.13,0.00,0.42,2
1634883,-3.95,0.10,83.93,-1.89,-0.12,-0.72,-8.90,-0.08,0.01,0.42,2
1634890,-3.95,0.10,83.93,-1.89,-0.11,-0.73,-8.90,-0.07,0.02,0.43,2
1634897,-3.95,0.10,83.93,-1.89,-0.12,-0.72,-8.90,-0.09,0.02,0.41,2
1634904,-3.95,0.10,83.93,-1.89,-0.12,-0.73,-8.90,-0.07,0.01,0.38,2
1634911,-3.95,0.10,83.93,-1.89,-0.11,-0.72,-8.90,-0.11,0.02,0.39,2
1634918,-3.95,0.10,83.93,-1.89,-0.11,-0.72,-8.89,-0.11,0.01,0.41,2
1634925,-3.95,0.10,83.93,-1.89,-0.12,-0.72,-8.90,-0.09,0.02,0.42,2
1634932,-3.95,0.10,83.93,-1.89,-0.12,-0.72,-8.90,-0.11,0.06,0.39,2
1634939,-3.94,0.10,83.93,-1.89,-0.12,-0.73,-8.89,-0.11,0.05,0.41,2
1634946,-3.94,0.10,83.93,-1.89,-0.12,-0.72,-8.89,-0.17,0.05,0.38,2
1634953,-3.94,0.10,83.93,-1.89,-0.12,-0.73,-8.89,-0.19,0.04,0.38,2
1634960,-3.94,0.10,83.93,-1.89,-0.12,-0.73,-8.89,-0.20,0.04,0.40,2
1634967,-3.94,0.10,83.93,-1.89,-0.12,-0.72,-8.89,-0.17,-0.01,0.40,2
1634974,-3.94,0.10,83.93,-1.89,-0.13,-0.73,-8.89,-0.16,-0.01,0.40,2
1634981,-3.95,0.08,83.93,-1.88,-0.12,-0.72,-8.88,-0.15,0.00,0.30,2
1634988,-3.95,0.08,83.93,-1.88,-0.12,-0.72,-8.88,-0.14,0.02,0.32,2
1634995,-3.95,0.08,83.93,-1.88,-0.13,-0.73,-8.90,-0.13,0.02,0.38,2
1635002,-3.95,0.08,83.93,-1.88,-0.13,-0.73,-8.90,-0.14,0.00,0.36,2
1635009,-3.95,0.08,83.93,-1.88,-0.12,-0.72,-8.90,-0.14,0.03,0.36,2
1635016,-3.95,0.08,83.93,-1.88,-0.13,-0.72,-8.90,-0.12,0.06,0.35,2
1635023,-3.95,0.08,83.93,-1.88,-0.12,-0.72,-8.89,-0.13,0.05,0.34,2
1635030,-3.95,0.08,83.93,-1.88,-0.13,-0.72,-8.89,-0.14,0.05,0.39,2
1635037,-3.95,0.08,83.92,-1.88,-0.12,-0.72,-8.89,-0.14,0.05,0.41,2
1635044,-3.95,0.08,83.92,-1.88,-0.12,-0.73,-8.89,-0.12,0.02,0.43,2
1635051,-3.95,0.08,83.92,-1.88,-0.12,-0.72,-8.89,-0.11,0.04,0.40,2
1635058,-3.95,0.08,83.92,-1.88,-0.11,-0.72,-8.90,-0.11,0.04,0.41,2
1635065,-3.95,0.08,83.92,-1.88,-0.12,-0.72,-8.90,-0.14,0.07,0.40,2
1635072,-3.95,0.08,83.92,-1.88,-0.11,-0.72,-8.90,-0.11,0.05,0.41,2
1635079,-3.95,0.08,83.92,-1.88,-0.11,-0.73,-8.90,-0.09,0.05,0.45,2
1635086,-3.94,0.08,83.92,-1.88,-0.12,-0.73,-8.89,-0.09,0.04,0.41,2
1635093,-3.94,0.08,83.92,-1.88,-0.11,-0.73,-8.89,-0.07,0.06,0.41,2
1635100,-3.94,0.08,83.92,-1.88,-0.11,-0.72,-8.89,-0.06,0.07,0.38,2
1635107,-3.94,0.08,83.93,-1.88,-0.11,-0.72,-8.89,-0.05,0.05,0.39,2
1635114,-3.94,0.08,83.93,-1.88,-0.11,-0.72,-8.88,-0.06,0.03,0.38,2
1635121,-3.94,0.08,83.93,-1.88,-0.11,-0.73,-8.88,-0.10,0.04,0.40,2
1635128,-3.94,0.08,83.93,-1.88,-0.12,-0.73,-8.89,-0.10,0.05,0.41,2
1635135,-3.94,0.08,83.93,-1.88,-0.12,-0.73,-8.90,-0.11,0.02,0.43,2
1635142,-3.94,0.08,83.93,-1.88,-0.12,-0.73,-8.90,-0.09,0.03,0.44,2
1635149,-3.94,0.08,83.93,-1.88,-0.12,-0.73,-8.90,-0.11,0.07,0.43,2
1635156,-3.94,0.08,83.93,-1.88,-0.12,-0.73,-8.90,-0.10,0.07,0.42,2
1635191,-3.94,0.07,83.93,-1.90,-0.11,-0.74,-8.90,-0.08,0.04,0.44,2
1635198,-3.94,0.07,83.92,-1.90,-0.11,-0.73,-8.89,-0.08,0.03,0.39,2
1635205,-3.94,0.07,83.93,-1.90,-0.11,-0.73,-8.90,-0.09,0.02,0.39,2
1635212,-3.94,0.07,83.93,-1.90,-0.11,-0.73,-8.90,-0.09,0.01,0.38,2
1635219,-3.94,0.07,83.93,-1.90,-0.11,-0.72,-8.90,-0.07,-0.01,0.39,2
1635226,-3.93,0.07,83.93,-1.90,-0.11,-0.72,-8.90,-0.07,-0.01,0.43,2
1635233,-3.93,0.07,83.93,-1.90,-0.12,-0.72,-8.90,-0.06,-0.01,0.38,2
1635240,-3.93,0.07,83.93,-1.90,-0.12,-0.72,-8.90,-0.06,0.02,0.34,2
1635247,-3.93,0.07,83.93,-1.90,-0.12,-0.72,-8.90,-0.10,0.02,0.36,2
1635254,-3.93,0.07,83.93,-1.90,-0.12,-0.72,-8.90,-0.10,0.02,0.38,2
1635261,-3.94,0.07,83.93,-1.90,-0.12,-0.71,-8.90,-0.11,0.02,0.37,2
1635268,-3.94,0.07,83.93,-1.90,-0.11,-0.72,-8.91,-0.11,0.01,0.37,2
1635275,-3.93,0.07,83.93,-1.90,-0.12,-0.73,-8.90,-0.11,0.07,0.38,2
1635282,-3.93,0.07,83.93,-1.90,-0.12,-0.72,-8.90,-0.13,0.07,0.37,2
1635289,-3.93,0.07,83.93,-1.90,-0.11,-0.72,-8.90,-0.14,0.03,0.38,2
1635296,-3.93,0.07,83.93,-1.91,-0.12,-0.72,-8.90,-0.14,0.02,0.39,2
1635303,-3.93,0.07,83.93,-1.91,-0.12,-0.72,-8.90,-0.11,0.02,0.35,2
1635310,-3.93,0.07,83.93,-1.91,-0.12,-0.73,-8.91,-0.09,0.00,0.34,2
1635317,-3.93,0.07,83.93,-1.91,-0.12,-0.72,-8.90,-0.11,-0.01,0.35,2
1635324,-3.93,0.07,83.93,-1.91,-0.12,-0.72,-8.90,-0.14,-0.01,0.38,2
1635331,-3.93,0.07,83.93,-1.91,-0.11,-0.72,-8.90,-0.12,-0.01,0.35,2
1635338,-3.93,0.07,83.93,-1.91,-0.11,-0.73,-8.89,-0.13,0.01,0.31,2
1635345,-3.93,0.07,83.93,-1.91,-0.11,-0.73,-8.89,-0.13,-0.02,0.31,2
1635352,-3.93,0.07,83.93,-1.91,-0.12,-0.73,-8.89,-0.13,-0.03,0.33,2
1635359,-3.93,0.07,83.93,-1.91,-0.12,-0.72,-8.90,-0.17,-0.04,0.34,2
1635366,-3.93,0.07,83.93,-1.91,-0.12,-0.72,-8.89,-0.17,-0.01,0.31,2
1635373,-3.94,0.07,83.93,-1.91,-0.12,-0.72,-8.89,-0.17,-0.02,0.33,2
1635380,-3.94,0.07,83.93,-1.91,-0.12,-0.72,-8.89,-0.13,-0.02,0.40,2
1635387,-3.94,0.07,83.93,-1.91,-0.11,-0.72,-8.89,-0.15,-0.03,0.39,2
1635394,-3.94,0.07,83.93,-1.91,-0.12,-0.72,-8.89,-0.11,-0.01,0.36,2
1635401,-3.94,0.09,83.93,-1.89,-0.12,-0.72,-8.89,-0.14,0.02,0.34,2
1635408,-3.94,0.09,83.93,-1.89,-0.12,-0.72,-8.90,-0.14,0.05,0.34,2
1635415,-3.94,0.09,83.93,-1.89,-0.12,-0.72,-8.90,-0.13,0.06,0.34,2
1635422,-3.94,0.09,83.93,-1.89,-0.12,-0.72,-8.90,-0.09,0.06,0.37,2
1635429,-3.94,0.09,83.93,-1.89,-0.12,-0.73,-8.90,-0.11,0.04,0.42,2
1635436,-3.94,0.09,83.93,-1.89,-0.12,-0.73,-8.90,-0.08,0.02,0.41,2
1635443,-3.94,0.09,83.93,-1.89,-0.12,-0.73,-8.90,-0.09,0.04,0.42,2
1635450,-3.94,0.09,83.93,-1.89,-0.12,-0.73,-8.90,-0.11,0.04,0.42,2
1635457,-3.94,0.09,83.93,-1.89,-0.12,-0.74,-8.89,-0.11,0.05,0.40,2
1635464,-3.94,0.09,83.93,-1.89,-0.12,-0.74,-8.90,-0.13,0.05,0.38,2
1635471,-3.94,0.09,83.93,-1.89,-0.12,-0.73,-8.90,-0.14,0.04,0.41,2
1635478,-3.94,0.09,83.93,-1.89,-0.12,-0.73,-8.89,-0.13,0.04,0.41,2
1635485,-3.94,0.09,83.93,-1.89,-0.12,-0.73,-8.89,-0.14,0.04,0.41,2
1635492,-3.94,0.09,83.93,-1.89,-0.12,-0.73,-8.90,-0.15,0.01,0.38,2
1635499,-3.94,0.09,83.93,-1.89,-0.12,-0.73,-8.90,-0.16,0.02,0.38,2
1635506,-3.94,0.08,83.93,-1.90,-0.12,-0.73,-8.90,-0.14,0.02,0.38,2
1635513,-3.94,0.08,83.93,-1.90,-0.12,-0.72,-8.89,-0.15,0.01,0.39,2
1635520,-3.94,0.08,83.93,-1.90,-0.12,-0.72,-8.90,-0.16,0.03,0.36,2
1635527,-3.94,0.08,83.93,-1.90,-0.13,-0.72,-8.90,-0.17,0.05,0.38,2
1635534,-3.94,0.08,83.93,-1.90,-0.13,-0.73,-8.90,-0.14,0.05,0.39,2
1635541,-3.94,0.08,83.93,-1.90,-0.13,-0.73,-8.90,-0.11,0.06,0.40,2
1635548,-3.94,0.08,83.93,-1.90,-0.13,-0.73,-8.90,-0.14,0.07,0.40,2
1635555,-3.94,0.08,83.93,-1.90,-0.12,-0.74,-8.90,-0.17,0.05,0.41,2
1635562,-3.94,0.08,83.93,-1.90,-0.12,-0.73,-8.90,-0.17,0.07,0.46,2
1635569,-3.94,0.08,83.93,-1.90,-0.12,-0.72,-8.89,-0.18,0.04,0.48,2
1635576,-3.94,0.08,83.93,-1.90,-0.12,-0.72,-8.90,-0.15,0.00,0.50,2
1635583,-3.94,0.08,83.93,-1.90,-0.12,-0.72,-8.91,-0.14,0.00,0.48,2
1635590,-3.94,0.08,83.93,-1.90,-0.12,-0.73,-8.90,-0.11,0.02,0.47,2
1635597,-3.94,0.08,83.93,-1.90,-0.12,-0.73,-8.90,-0.08,0.02,0.47,2
1635604,-3.94,0.08,83.93,-1.90,-0.12,-0.73,-8.91,-0.08,0.03,0.46,2
1635611,-3.94,0.09,83.93,-1.89,-0.12,-0.73,-8.90,-0.08,0.05,0.47,2
1635648,-3.94,0.09,83.93,-1.89,-0.13,-0.73,-8.90,-0.16,0.02,0.41,2
1635655,-3.94,0.09,83.92,-1.89,-0.13,-0.72,-8.89,-0.18,0.05,0.44,2
1635662,-3.94,0.09,83.92,-1.89,-0.13,-0.72,-8.89,-0.17,0.02,0.42,2
1635669,-3.94,0.09,83.92,-1.89,-0.13,-0.72,-8.89,-0.16,0.04,0.41,2
1635676,-3.94,0.09,83.92,-1.89,-0.13,-0.73,-8.89,-0.15,0.05,0.41,2
1635683,-3.94,0.09,83.92,-1.89,-0.12,-0.73,-8.89,-0.14,0.02,0.38,2
1635690,-3.94,0.09,83.92,-1.89,-0.12,-0.73,-8.90,-0.11,0.03,0.41,2
1635697,-3.94,0.09,83.92,-1.89,-0.12,-0.73,-8.89,-0.13,0.05,0.38,2
1635704,-3.94,0.09,83.92,-1.89,-0.12,-0.72,-8.89,-0.14,0.01,0.41,2
1635711,-3.94,0.08,83.92,-1.88,-0.12,-0.72,-8.89,-0.11,0.02,0.42,2
1635718,-3.94,0.08,83.92,-1.88,-0.12,-0.72,-8.89,-0.11,0.02,0.41,2
1635725,-3.94,0.08,83.92,-1.88,-0.12,-0.72,-8.88,-0.08,0.01,0.42,2
1635732,-3.94,0.08,83.92,-1.88,-0.12,-0.72,-8.88,-0.08,0.02,0.41,2
1635739,-3.94,0.08,83.92,-1.88,-0.12,-0.73,-8.88,-0.09,0.04,0.41,2
1635746,-3.94,0.08,83.92,-1.88,-0.12,-0.73,-8.89,-0.09,0.05,0.41,2
1635753,-3.94,0.08,83.92,-1.88,-0.13,-0.72,-8.89,-0.08,0.04,0.43,2
1635760,-3.94,0.08,83.92,-1.88,-0.13,-0.73,-8.89,-0.08,0.00,0.40,2
1635767,-3.94,0.08,83.92,-1.88,-0.12,-0.72,-8.89,-0.06,0.05,0.38,2
1635774,-3.94,0.08,83.92,-1.88,-0.13,-0.72,-8.89,-0.07,0.05,0.38,2
1635781,-3.94,0.08,83.92,-1.88,-0.14,-0.73,-8.89,-0.10,0.02,0.44,2
1635788,-3.94,0.08,83.91,-1.88,-0.14,-0.72,-8.90,-0.12,0.02,0.44,2
1635795,-3.94,0.08,83.91,-1.88,-0.13,-0.73,-8.90,-0.11,0.03,0.41,2
1635802,-3.94,0.08,83.91,-1.88,-0.12,-0.72,-8.89,-0.10,0.05,0.45,2
1635809,-3.94,0.08,83.91,-1.88,-0.12,-0.72,-8.89,-0.10,0.00,0.45,2
1635816,-3.94,0.10,83.91,-1.90,-0.12,-0.72,-8.89,-0.07,0.00,0.42,2
1635823,-3.94,0.10,83.91,-1.90,-0.12,-0.71,-8.89,-0.06,0.00,0.44,2
1635830,-3.94,0.10,83.91,-1.90,-0.12,-0.72,-8.89,-0.07,-0.01,0.41,2
1635837,-3.94,0.10,83.91,-1.90,-0.11,-0.72,-8.89,-0.06,0.01,0.40,2
1635844,-3.94,0.10,83.92,-1.90,-0.11,-0.71,-8.89,-0.07,-0.01,0.42,2
1635851,-3.94,0.10,83.92,-1.90,-0.12,-0.72,-8.88,-0.09,-0.02,0.41,2
1635858,-3.94,0.10,83.91,-1.90,-0.12,-0.72,-8.88,-0.08,-0.01,0.41,2
1635865,-3.94,0.10,83.91,-1.90,-0.11,-0.72,-8.89,-0.10,-0.01,0.42,2
1635872,-3.94,0.10,83.91,-1.90,-0.12,-0.72,-8.89,-0.08,0.01,0.43,2
1635879,-3.94,0.10,83.91,-1.90,-0.12,-0.72,-8.89,-0.09,0.01,0.41,2
1635886,-3.94,0.10,83.91,-1.90,-0.12,-0.72,-8.89,-0.11,0.02,0.41,2
1635893,-3.94,0.10,83.91,-1.90,-0.12,-0.72,-8.89,-0.09,0.06,0.39,2
1635900,-3.94,0.10,83.91,-1.90,-0.12,-0.72,-8.89,-0.12,0.05,0.40,2
1635907,-3.94,0.10,83.91,-1.90,-0.12,-0.73,-8.90,-0.11,0.02,0.38,2
1635914,-3.94,0.10,83.91,-1.90,-0.13,-0.73,-8.89,-0.11,0.02,0.38,2
1635921,-3.94,0.08,83.91,-1.91,-0.13,-0.72,-8.90,-0.10,0.04,0.32,2
1635928,-3.94,0.08,83.91,-1.91,-0.12,-0.72,-8.89,-0.10,0.01,0.36,2
1635935,-3.94,0.08,83.91,-1.91,-0.12,-0.72,-8.89,-0.07,0.02,0.38,2
1635942,-3.94,0.08,83.91,-1.91,-0.12,-0.72,-8.90,-0.07,-0.01,0.39,2
1635949,-3.94,0.08,83.91,-1.91,-0.12,-0.72,-8.89,-0.11,0.02,0.40,2
1635956,-3.94,0.08,83.91,-1.91,-0.12,-0.72,-8.89,-0.11,-0.01,0.40,2
1635963,-3.94,0.08,83.91,-1.91,-0.12,-0.72,-8.89,-0.11,0.02,0.38,2
1635970,-3.94,0.08,83.91,-1.91,-0.11,-0.72,-8.89,-0.14,0.00,0.34,2
1635977,-3.94,0.08,83.91,-1.91,-0.12,-0.72,-8.89,-0.12,-0.01,0.38,2
1635984,-3.94,0.08,83.91,-1.91,-0.11,-0.72,-8.89,-0.14,0.00,0.40,2
1635991,-3.94,0.08,83.91,-1.91,-0.11,-0.71,-8.89,-0.15,-0.03,0.40,2
1635998,-3.94,0.08,83.91,-1.91,-0.11,-0.71,-8.89,-0.17,-0.04,0.40,2
1636005,-3.94,0.08,83.91,-1.91,-0.12,-0.72,-8.89,-0.15,-0.02,0.41,2
1636012,-3.94,0.08,83.91,-1.91,-0.12,-0.72,-8.90,-0.13,-0.04,0.40,2
1636019,-3.94,0.08,83.91,-1.91,-0.11,-0.72,-8.90,-0.11,-0.01,0.39,2
1636026,-3.94,0.08,83.91,-1.91,-0.11,-0.72,-8.90,-0.13,-0.01,0.41,2
1636034,-3.94,0.08,83.91,-1.91,-0.12,-0.72,-8.90,-0.14,-0.04,0.34,2
1636041,-3.94,0.08,83.91,-1.91,-0.11,-0.72,-8.89,-0.14,-0.01,0.47,2
1636048,-3.94,0.08,83.91,-1.91,-0.12,-0.73,-8.90,-0.13,-0.01,0.46,2
1636055,-3.94,0.08,83.91,-1.91,-0.12,-0.72,-8.90,-0.12,-0.01,0.38,2
1636062,-3.94,0.08,83.91,-1.91,-0.12,-0.72,-8.90,-0.12,-0.01,0.42,2
1636069,-3.94,0.08,83.91,-1.91,-0.12,-0.72,-8.90,-0.12,-0.01,0.37,2
1636103,-3.94,0.08,83.92,-1.91,-0.12,-0.73,-8.91,-0.18,-0.02,0.34,2
1636110,-3.95,0.08,83.91,-1.91,-0.12,-0.72,-8.90,-0.16,-0.02,0.36,2
1636117,-3.95,0.08,83.91,-1.91,-0.12,-0.72,-8.89,-0.17,0.01,0.38,2
1636124,-3.95,0.08,83.91,-1.91,-0.13,-0.72,-8.90,-0.13,-0.02,0.40,2
1636131,-3.95,0.09,83.91,-1.90,-0.13,-0.72,-8.89,-0.11,-0.01,0.38,2
1636138,-3.95,0.09,83.91,-1.90,-0.12,-0.72,-8.89,-0.08,-0.01,0.39,2
1636145,-3.95,0.09,83.91,-1.90,-0.12,-0.72,-8.90,-0.09,-0.02,0.40,2
1636152,-3.95,0.09,83.91,-1.90,-0.12,-0.72,-8.89,-0.09,-0.01,0.43,2
1636159,-3.95,0.09,83.91,-1.90,-0.12,-0.71,-8.89,-0.07,-0.01,0.44,2
1636166,-3.95,0.09,83.91,-1.90,-0.12,-0.72,-8.89,-0.08,0.02,0.44,2
1636173,-3.95,0.09,83.91,-1.90,-0.12,-0.72,-8.90,-0.11,0.00,0.47,2
1636180,-3.95,0.09,83.91,-1.90,-0.12,-0.72,-8.89,-0.13,-0.02,0.47,2
1636187,-3.95,0.09,83.91,-1.90,-0.12,-0.73,-8.89,-0.13,0.02,0.44,2
1636194,-3.95,0.09,83.91,-1.90,-0.12,-0.73,-8.90,-0.11,0.01,0.45,2
1636201,-3.95,0.09,83.91,-1.90,-0.12,-0.73,-8.90,-0.07,0.01,0.33,2
1636209,-3.95,0.09,83.91,-1.90,-0.12,-0.73,-8.90,-0.12,-0.01,0.33,2
1636216,-3.95,0.09,83.91,-1.90,-0.12,-0.72,-8.90,-0.13,0.02,0.34,2
1636223,-3.95,0.09,83.91,-1.90,-0.12,-0.73,-8.90,-0.10,0.02,0.30,2
1636230,-3.95,0.09,83.91,-1.90,-0.12,-0.73,-8.90,-0.11,0.01,0.27,2
1636237,-3.95,0.09,83.91,-1.93,-0.12,-0.73,-8.91,-0.12,0.04,0.25,2
1636244,-3.95,0.09,83.91,-1.93,-0.11,-0.73,-8.90,-0.11,0.03,0.27,2
1636251,-3.95,0.09,83.91,-1.93,-0.12,-0.73,-8.90,-0.13,0.01,0.26,2
1636258,-3.95,0.09,83.91,-1.93,-0.12,-0.73,-8.90,-0.11,0.01,0.23,2
1636265,-3.95,0.09,83.92,-1.93,-0.12,-0.72,-8.89,-0.11,0.02,0.24,2
1636272,-3.95,0.09,83.92,-1.93,-0.12,-0.72,-8.90,-0.10,0.03,0.30,2
1636279,-3.95,0.09,83.92,-1.93,-0.12,-0.72,-8.90,-0.12,0.02,0.31,2
1636286,-3.95,0.09,83.92,-1.93,-0.12,-0.72,-8.89,-0.10,0.03,0.30,2
1636293,-3.95,0.09,83.92,-1.93,-0.11,-0.73,-8.90,-0.09,0.06,0.34,2
1636300,-3.95,0.09,83.92,-1.93,-0.12,-0.73,-8.90,-0.11,0.07,0.28,2
1636307,-3.95,0.09,83.92,-1.93,-0.11,-0.72,-8.89,-0.15,0.05,0.30,2
1636314,-3.95,0.09,83.92,-1.93,-0.11,-0.73,-8.89,-0.15,0.05,0.33,2
1636321,-3.95,0.09,83.92,-1.93,-0.12,-0.72,-8.90,-0.14,0.06,0.38,2
1636328,-3.94,0.09,83.92,-1.93,-0.12,-0.73,-8.90,-0.11,0.04,0.38,2
1636335,-3.94,0.09,83.92,-1.93,-0.12,-0.73,-8.90,-0.11,-0.02,0.39,2
1636342,-3.94,0.07,83.92,-1.93,-0.12,-0.72,-8.90,-0.13,-0.01,0.36,2
1636349,-3.94,0.07,83.92,-1.93,-0.12,-0.72,-8.89,-0.19,0.02,0.36,2
1636356,-3.94,0.07,83.92,-1.93,-0.12,-0.72,-8.90,-0.17,0.03,0.37,2
1636363,-3.94,0.07,83.92,-1.93,-0.12,-0.73,-8.89,-0.14,-0.02,0.43,2
1636370,-3.94,0.07,83.92,-1.93,-0.11,-0.72,-8.89,-0.16,0.02,0.34,2
1636377,-3.94,0.07,83.92,-1.93,-0.11,-0.72,-8.89,-0.09,0.02,0.42,2
1636384,-3.94,0.07,83.92,-1.93,-0.12,-0.72,-8.88,-0.07,0.03,0.34,2
1636391,-3.94,0.07,83.92,-1.93,-0.11,-0.72,-8.89,-0.08,0.03,0.36,2
1636398,-3.94,0.07,83.92,-1.93,-0.11,-0.72,-8.89,-0.10,0.07,0.35,2
1636405,-3.94,0.07,83.92,-1.93,-0.11,-0.72,-8.89,-0.11,0.07,0.43,2
1636412,-3.94,0.07,83.92,-1.93,-0.11,-0.72,-8.89,-0.09,0.06,0.41,2
1636419,-3.94,0.07,83.92,-1.93,-0.11,-0.73,-8.90,-0.10,0.08,0.41,2
1636426,-3.94,0.07,83.92,-1.93,-0.12,-0.72,-8.90,-0.09,0.06,0.41,2
1636433,-3.94,0.07,83.92,-1.93,-0.12,-0.72,-8.90,-0.08,0.09,0.42,2
1636440,-3.94,0.07,83.92,-1.93,-0.12,-0.72,-8.90,-0.07,0.06,0.44,2
1636447,-3.94,0.06,83.92,-1.93,-0.12,-0.73,-8.90,-0.10,0.06,0.41,2
1636454,-3.94,0.06,83.92,-1.93,-0.12,-0.73,-8.90,-0.09,0.05,0.34,2
1636461,-3.94,0.06,83.92,-1.93,-0.12,-0.72,-8.89,-0.11,0.05,0.37,2
1636468,-3.94,0.06,83.92,-1.93,-0.12,-0.72,-8.89,-0.11,0.02,0.36,2
1636475,-3.94,0.06,83.92,-1.93,-0.12,-0.72,-8.89,-0.13,0.01,0.37,2
1636482,-3.94,0.06,83.92,-1.93,-0.12,-0.73,-8.90,-0.15,0.00,0.29,2
1636489,-3.94,0.06,83.92,-1.93,-0.12,-0.73,-8.90,-0.14,0.02,0.34,2
