Time (ms),Input x,Output x,Input y,Output y,Accel x (+/- 0.1 m/s^2),Accel y (+/- 0.1 m/s^2),Accel z (+/- 0.1 m/s^2),Gyro x (+/- 0.2 rad/s),Gyro y (+/- 0.2 rad/s),Gyro z (+/- 0.2 rad/s),Flight Phase
386166,86.20,-20.00,2.77,-5.47,9.92,9.47,-9.26,0.06,0.08,0.31,2
386173,86.21,-20.00,2.79,-5.47,9.92,9.47,-9.27,0.04,0.08,0.29,2
386180,86.19,-20.00,2.81,-5.47,9.92,9.46,-9.27,0.06,0.07,0.30,2
386187,86.19,-20.00,2.80,-5.47,9.91,9.46,-9.27,0.02,0.08,0.30,2
386194,86.15,-20.00,2.81,-5.47,9.92,9.46,-9.26,0.01,0.06,0.30,2
386201,86.14,-20.00,2.80,-5.47,9.92,9.46,-9.25,0.04,0.05,0.33,2
386208,86.15,-20.00,2.80,-5.47,9.92,9.46,-9.26,0.08,0.06,0.31,2
386215,86.12,-20.00,2.82,-5.47,9.92,9.46,-9.25,0.04,0.07,0.31,2
386222,86.12,-20.00,2.80,-5.47,9.92,9.46,-9.25,0.10,0.09,0.42,2
386229,86.11,-20.00,2.82,-5.47,9.92,9.46,-9.25,0.09,0.11,0.38,2
386236,86.10,-20.00,2.83,-5.47,9.92,9.46,-9.25,0.04,0.13,0.32,2
386243,86.15,-20.00,2.82,-5.47,9.92,9.46,-9.26,0.04,0.11,0.36,2
386250,86.17,-20.00,2.79,-5.47,9.93,9.47,-9.26,0.01,0.08,0.30,2
386257,86.13,-20.00,2.81,-5.42,9.92,9.46,-9.25,0.01,0.10,0.30,2
386264,86.14,-20.00,2.81,-5.42,9.92,9.46,-9.25,0.01,0.11,0.25,2
386271,86.15,-20.00,2.81,-5.42,9.92,9.46,-9.26,0.03,0.12,0.27,2
386278,86.15,-20.00,2.83,-5.42,9.92,9.46,-9.26,0.02,0.11,0.27,2
386285,86.14,-20.00,2.82,-5.42,9.92,9.46,-9.26,0.01,0.10,0.25,2
386292,86.18,-20.00,2.77,-5.42,9.92,9.47,-9.26,0.03,0.11,0.33,2
386299,86.18,-20.00,2.77,-5.42,9.91,9.47,-9.26,0.02,0.10,0.30,2
386306,86.17,-20.00,2.76,-5.42,9.92,9.47,-9.26,0.01,0.11,0.26,2
386313,86.15,-20.00,2.78,-5.42,9.91,9.47,-9.25,0.07,0.09,0.31,2
386320,86.14,-20.00,2.77,-5.42,9.92,9.47,-9.25,0.07,0.10,0.31,2
386327,86.12,-20.00,2.78,-5.42,9.92,9.47,-9.25,0.06,0.10,0.30,2
386334,86.13,-20.00,2.78,-5.42,9.92,9.47,-9.25,0.04,0.08,0.24,2
386341,86.14,-20.00,2.78,-5.42,9.93,9.47,-9.25,0.05,0.09,0.20,2
386348,86.13,-20.00,2.81,-5.42,9.93,9.46,-9.25,0.05,0.09,0.19,2
386355,86.09,-20.00,2.84,-5.42,9.93,9.46,-9.25,0.02,0.11,0.18,2
386362,86.09,-20.00,2.84,-5.47,9.93,9.46,-9.25,-0.01,0.14,0.17,2
386369,86.09,-20.00,2.83,-5.47,9.93,9.46,-9.25,-0.02,0.11,0.17,2
386376,86.09,-20.00,2.82,-5.47,9.93,9.46,-9.24,-0.03,0.12,0.16,2
386383,86.08,-20.00,2.83,-5.47,9.93,9.46,-9.24,0.02,0.10,0.15,2
386390,86.12,-20.00,2.81,-5.47,9.93,9.46,-9.25,0.01,0.10,0.20,2
386397,86.13,-20.00,2.81,-5.47,9.93,9.46,-9.25,0.04,0.11,0.20,2
386404,86.17,-20.00,2.77,-5.47,9.93,9.47,-9.25,-0.00,0.14,0.25,2
386411,86.15,-20.00,2.78,-5.47,9.93,9.47,-9.25,-0.03,0.12,0.22,2
386418,86.16,-20.00,2.80,-5.47,9.93,9.46,-9.26,-0.05,0.10,0.20,2
386425,86.15,-20.00,2.80,-5.47,9.92,9.46,-9.26,-0.07,0.11,0.22,2
386432,86.16,-20.00,2.80,-5.47,9.93,9.46,-9.26,-0.09,0.10,0.21,2
386439,86.18,-20.00,2.78,-5.47,9.93,9.47,-9.26,-0.05,0.10,0.30,2
386446,86.17,-20.00,2.78,-5.47,9.93,9.47,-9.26,-0.05,0.11,0.31,2
386453,86.18,-20.00,2.77,-5.47,9.93,9.47,-9.26,-0.05,0.15,0.30,2
386460,86.17,-20.00,2.79,-5.47,9.92,9.47,-9.26,-0.07,0.15,0.26,2
386467,86.17,-20.00,2.78,-5.38,9.92,9.47,-9.26,-0.03,0.11,0.28,2
386474,86.18,-20.00,2.77,-5.38,9.93,9.47,-9.26,-0.01,0.11,0.30,2
386481,86.18,-20.00,2.75,-5.38,9.93,9.47,-9.25,-0.04,0.11,0.30,2
386488,86.15,-20.00,2.77,-5.38,9.93,9.47,-9.25,-0.05,0.07,0.29,2
386495,86.11,-20.00,2.81,-5.38,9.93,9.46,-9.25,-0.08,0.05,0.28,2
386502,86.10,-20.00,2.81,-5.38,9.93,9.46,-9.25,-0.08,0.07,0.32,2
386509,86.10,-20.00,2.83,-5.38,9.93,9.46,-9.25,-0.07,0.08,0.32,2
386516,86.12,-20.00,2.85,-5.38,9.93,9.46,-9.26,-0.05,0.08,0.29,2
386523,86.11,-20.00,2.87,-5.38,9.92,9.45,-9.26,-0.06,0.11,0.31,2
386530,86.13,-20.00,2.82,-5.38,9.92,9.46,-9.26,-0.05,0.11,0.28,2
386537,86.13,-20.00,2.81,-5.38,9.92,9.46,-9.25,-0.05,0.12,0.30,2
386544,86.16,-20.00,2.80,-5.38,9.93,9.46,-9.26,-0.05,0.15,0.31,2
386551,86.14,-20.00,2.80,-5.38,9.92,9.46,-9.25,-0.03,0.12,0.33,2
386558,86.16,-20.00,2.79,-5.38,9.92,9.47,-9.26,-0.03,0.12,0.30,2
386565,86.19,-20.00,2.78,-5.38,9.92,9.47,-9.26,-0.02,0.10,0.29,2
386572,86.19,-20.00,2.77,-5.40,9.92,9.47,-9.26,-0.02,0.08,0.27,2
386579,86.22,-20.00,2.75,-5.40,9.93,9.47,-9.26,-0.04,0.07,0.28,2
386586,86.20,-20.00,2.73,-5.40,9.93,9.48,-9.26,-0.03,0.08,0.31,2
386726,86.15,-20.00,2.81,-5.46,9.92,9.46,-9.26,0.06,0.08,0.45,2
386733,86.15,-20.00,2.80,-5.46,9.92,9.46,-9.25,0.02,0.09,0.38,2
386740,86.14,-20.00,2.80,-5.46,9.92,9.46,-9.25,-0.02,0.12,0.37,2
386747,86.14,-20.00,2.78,-5.46,9.91,9.47,-9.25,0.01,0.11,0.36,2
386754,86.13,-20.00,2.79,-5.46,9.91,9.47,-9.25,-0.02,0.14,0.30,2
386761,86.17,-20.00,2.75,-5.46,9.92,9.47,-9.25,0.01,0.13,0.27,2
386768,86.16,-20.00,2.74,-5.46,9.91,9.47,-9.25,-0.01,0.13,0.27,2
386775,86.17,-20.00,2.75,-5.46,9.91,9.47,-9.25,0.01,0.14,0.23,2
386782,86.18,-20.00,2.72,-5.46,9.91,9.48,-9.25,-0.02,0.08,0.26,2
386789,86.19,-20.00,2.72,-5.46,9.91,9.48,-9.25,0.01,0.09,0.27,2
386796,86.16,-20.00,2.72,-5.46,9.92,9.48,-9.24,-0.03,0.08,0.26,2
386803,86.17,-20.00,2.74,-5.46,9.92,9.47,-9.25,0.04,0.07,0.35,2
386810,86.16,-20.00,2.76,-5.46,9.92,9.47,-9.25,0.01,0.08,0.33,2
386817,86.15,-20.00,2.77,-5.46,9.92,9.47,-9.25,0.01,0.10,0.29,2
386824,86.15,-20.00,2.76,-5.46,9.93,9.47,-9.25,0.04,0.08,0.29,2
386831,86.13,-20.00,2.77,-5.40,9.93,9.47,-9.25,0.01,0.08,0.31,2
386838,86.13,-20.00,2.79,-5.40,9.93,9.47,-9.25,0.02,0.14,0.30,2
386845,86.13,-20.00,2.76,-5.40,9.93,9.47,-9.24,0.01,0.15,0.26,2
386852,86.14,-20.00,2.76,-5.40,9.92,9.47,-9.24,-0.01,0.13,0.26,2
386859,86.12,-20.00,2.74,-5.40,9.93,9.47,-9.24,-0.02,0.11,0.27,2
386866,86.11,-20.00,2.77,-5.40,9.92,9.47,-9.24,0.01,0.12,0.30,2
386873,86.11,-20.00,2.78,-5.40,9.93,9.47,-9.24,0.01,0.13,0.33,2
386880,86.11,-20.00,2.80,-5.40,9.92,9.46,-9.25,0.04,0.11,0.30,2
386887,86.13,-20.00,2.78,-5.40,9.92,9.47,-9.25,0.04,0.08,0.30,2
386894,86.15,-20.00,2.77,-5.40,9.92,9.47,-9.25,0.04,0.08,0.32,2
386901,86.10,-20.00,2.79,-5.40,9.92,9.46,-9.24,0.03,0.12,0.33,2
386908,86.14,-20.00,2.75,-5.40,9.92,9.47,-9.24,0.04,0.11,0.37,2
386915,86.16,-20.00,2.75,-5.40,9.92,9.47,-9.25,0.02,0.08,0.33,2
386922,86.15,-20.00,2.74,-5.40,9.92,9.47,-9.25,0.02,0.10,0.36,2
386929,86.16,-20.00,2.73,-5.40,9.92,9.48,-9.25,0.04,0.09,0.30,2
386936,86.11,-20.00,2.77,-5.42,9.92,9.47,-9.24,0.06,0.10,0.30,2
386943,86.12,-20.00,2.79,-5.42,9.92,9.47,-9.25,0.08,0.09,0.34,2
386950,86.12,-20.00,2.80,-5.42,9.92,9.46,-9.25,0.06,0.11,0.36,2
386957,86.11,-20.00,2.81,-5.42,9.91,9.46,-9.25,0.04,0.11,0.33,2
386964,86.11,-20.00,2.81,-5.42,9.91,9.46,-9.25,0.04,0.08,0.30,2
386971,86.15,-20.00,2.79,-5.42,9.92,9.47,-9.25,0.01,0.09,0.30,2
386978,86.16,-20.00,2.79,-5.42,9.92,9.47,-9.26,-0.03,0.09,0.30,2
386985,86.17,-20.00,2.77,-5.42,9.92,9.47,-9.26,-0.02,0.10,0.27,2
386992,86.14,-20.00,2.81,-5.42,9.91,9.46,-9.25,-0.02,0.11,0.26,2
386999,86.13,-20.00,2.80,-5.42,9.91,9.46,-9.25,0.02,0.11,0.26,2
387006,86.14,-20.00,2.81,-5.42,9.91,9.46,-9.25,0.03,0.09,0.26,2
387013,86.16,-20.00,2.81,-5.42,9.91,9.46,-9.26,0.04,0.06,0.33,2
387020,86.16,-20.00,2.78,-5.42,9.91,9.47,-9.26,0.01,0.07,0.28,2
387027,86.15,-20.00,2.79,-5.42,9.92,9.47,-9.26,0.04,0.09,0.30,2
387034,86.18,-20.00,2.81,-5.42,9.92,9.46,-9.26,0.04,0.10,0.33,2
387041,86.13,-20.00,2.84,-5.51,9.92,9.46,-9.26,-0.03,0.11,0.30,2
387048,86.12,-20.00,2.85,-5.51,9.92,9.46,-9.26,-0.01,0.11,0.31,2
387055,86.15,-20.00,2.81,-5.51,9.92,9.46,-9.26,-0.02,0.13,0.31,2
387062,86.15,-20.00,2.80,-5.51,9.93,9.46,-9.25,-0.05,0.08,0.28,2
387069,86.14,-20.00,2.80,-5.51,9.92,9.46,-9.25,-0.04,0.10,0.28,2
387076,86.12,-20.00,2.80,-5.51,9.92,9.46,-9.25,-0.02,0.07,0.29,2
387083,86.14,-20.00,2.80,-5.51,9.92,9.46,-9.25,-0.03,0.08,0.26,2
387090,86.17,-20.00,2.77,-5.51,9.92,9.47,-9.26,-0.02,0.08,0.29,2
387097,86.15,-20.00,2.79,-5.51,9.92,9.47,-9.25,-0.04,0.10,0.32,2
387104,86.17,-20.00,2.79,-5.51,9.92,9.47,-9.26,-0.05,0.09,0.33,2
387111,86.18,-20.00,2.78,-5.51,9.91,9.47,-9.26,-0.06,0.09,0.23,2
387118,86.18,-20.00,2.79,-5.51,9.92,9.47,-9.26,-0.04,0.11,0.21,2
387125,86.15,-20.00,2.81,-5.51,9.92,9.46,-9.26,-0.03,0.09,0.26,2
387132,86.13,-20.00,2.81,-5.51,9.91,9.46,-9.25,-0.08,0.06,0.09,2
387139,86.15,-20.00,2.80,-5.51,9.92,9.46,-9.26,-0.06,0.07,0.15,2
387146,86.17,-20.00,2.79,-5.41,9.91,9.47,-9.26,-0.02,0.05,0.21,2
387153,86.16,-20.00,2.77,-5.41,9.91,9.47,-9.25,0.01,0.05,0.27,2
387160,86.17,-20.00,2.78,-5.41,9.92,9.47,-9.26,0.04,0.08,0.33,2
387167,86.19,-20.00,2.78,-5.41,9.92,9.47,-9.26,0.03,0.06,0.34,2
387412,86.17,-20.00,2.80,-5.46,9.92,9.46,-9.26,-0.08,0.15,0.17,2
387419,86.12,-20.00,2.83,-5.46,9.92,9.46,-9.25,-0.04,0.13,0.24,2
387426,86.10,-20.00,2.87,-5.46,9.92,9.45,-9.26,-0.05,0.14,0.22,2
387433,86.10,-20.00,2.86,-5.46,9.92,9.45,-9.25,-0.04,0.10,0.23,2
387440,86.09,-20.00,2.86,-5.46,9.91,9.45,-9.25,-0.05,0.10,0.26,2
387447,86.14,-20.00,2.81,-5.46,9.92,9.46,-9.26,-0.02,0.10,0.33,2
387454,86.17,-20.00,2.77,-5.46,9.92,9.47,-9.25,-0.03,0.08,0.35,2
387461,86.16,-20.00,2.76,-5.46,9.92,9.47,-9.25,-0.06,0.07,0.28,2
387468,86.16,-20.00,2.74,-5.46,9.93,9.47,-9.25,-0.07,0.04,0.30,2
387475,86.15,-20.00,2.76,-5.46,9.93,9.47,-9.25,-0.05,0.06,0.29,2
387482,86.17,-20.00,2.74,-5.46,9.93,9.47,-9.25,-0.03,0.08,0.28,2
387489,86.19,-20.00,2.71,-5.46,9.93,9.48,-9.25,-0.03,0.06,0.26,2
387496,86.18,-20.00,2.72,-5.46,9.93,9.48,-9.25,-0.03,0.05,0.25,2
387503,86.20,-20.00,2.74,-5.46,9.93,9.47,-9.26,-0.07,0.05,0.23,2
387510,86.19,-20.00,2.74,-5.46,9.93,9.47,-9.25,-0.07,0.02,0.24,2
387517,86.20,-20.00,2.72,-5.35,9.93,9.48,-9.25,-0.08,0.01,0.23,2
387524,86.20,-20.00,2.73,-5.35,9.93,9.48,-9.26,-0.09,0.00,0.20,2
387531,86.21,-20.00,2.72,-5.35,9.93,9.48,-9.26,-0.08,0.05,0.23,2
387538,86.19,-20.00,2.75,-5.35,9.93,9.47,-9.26,-0.08,0.04,0.23,2
387545,86.19,-20.00,2.76,-5.35,9.93,9.47,-9.26,-0.00,0.05,0.31,2
387552,86.17,-20.00,2.76,-5.35,9.92,9.47,-9.25,-0.03,0.06,0.31,2
387559,86.14,-20.00,2.78,-5.35,9.92,9.47,-9.25,-0.03,0.04,0.25,2
387566,86.15,-20.00,2.76,-5.35,9.91,9.47,-9.25,-0.02,0.05,0.23,2
387573,86.16,-20.00,2.76,-5.35,9.91,9.47,-9.25,-0.01,0.04,0.22,2
387580,86.18,-20.00,2.75,-5.35,9.91,9.47,-9.26,0.01,0.06,0.24,2
387587,86.18,-20.00,2.76,-5.35,9.92,9.47,-9.26,0.04,0.04,0.24,2
387594,86.18,-20.00,2.77,-5.35,9.92,9.47,-9.26,0.05,0.02,0.26,2
387601,86.17,-20.00,2.77,-5.35,9.91,9.47,-9.26,0.06,0.05,0.26,2
387608,86.15,-20.00,2.79,-5.35,9.92,9.47,-9.26,0.11,0.08,0.26,2
387615,86.15,-20.00,2.81,-5.35,9.92,9.46,-9.26,0.10,0.11,0.25,2
387622,86.18,-20.00,2.78,-5.48,9.92,9.47,-9.26,0.01,0.10,0.18,2
387629,86.17,-20.00,2.78,-5.48,9.92,9.47,-9.26,0.01,0.08,0.17,2
387636,86.16,-20.00,2.79,-5.48,9.92,9.47,-9.26,0.01,0.07,0.17,2
387643,86.16,-20.00,2.79,-5.48,9.92,9.47,-9.26,0.02,0.08,0.20,2
387650,86.14,-20.00,2.79,-5.48,9.91,9.47,-9.25,0.03,0.08,0.23,2
387657,86.13,-20.00,2.80,-5.48,9.91,9.46,-9.25,0.04,0.06,0.20,2
387664,86.13,-20.00,2.81,-5.48,9.92,9.46,-9.25,0.06,0.09,0.22,2
387671,86.11,-20.00,2.81,-5.48,9.91,9.46,-9.25,0.04,0.08,0.19,2
387678,86.14,-20.00,2.80,-5.48,9.92,9.46,-9.25,0.03,0.07,0.17,2
387685,86.11,-20.00,2.81,-5.48,9.92,9.46,-9.25,0.01,0.05,0.22,2
387692,86.09,-20.00,2.81,-5.48,9.92,9.46,-9.24,0.04,0.05,0.27,2
387699,86.09,-20.00,2.81,-5.48,9.92,9.46,-9.24,0.06,0.05,0.28,2
387706,86.14,-20.00,2.77,-5.48,9.93,9.47,-9.25,0.07,0.08,0.27,2
387713,86.12,-20.00,2.77,-5.48,9.93,9.47,-9.24,0.03,0.11,0.25,2
387720,86.12,-20.00,2.79,-5.48,9.92,9.47,-9.25,0.02,0.10,0.24,2
387727,86.10,-20.00,2.80,-5.48,9.92,9.46,-9.24,0.04,0.10,0.17,2
387734,86.13,-20.00,2.79,-5.48,9.92,9.47,-9.25,0.01,0.11,0.18,2
387741,86.14,-20.00,2.79,-5.48,9.92,9.47,-9.25,0.03,0.12,0.22,2
387748,86.11,-20.00,2.80,-5.48,9.92,9.46,-9.24,-0.00,0.11,0.23,2
387755,86.09,-20.00,2.81,-5.48,9.92,9.46,-9.24,-0.01,0.11,0.23,2
387762,86.14,-20.00,2.78,-5.48,9.92,9.47,-9.25,-0.00,0.08,0.23,2
387769,86.17,-20.00,2.76,-5.48,9.92,9.47,-9.25,-0.00,0.09,0.26,2
387776,86.17,-20.00,2.76,-5.48,9.92,9.47,-9.25,0.01,0.10,0.23,2
387783,86.17,-20.00,2.74,-5.48,9.92,9.47,-9.25,0.02,0.11,0.22,2
387790,86.18,-20.00,2.72,-5.48,9.92,9.48,-9.25,-0.00,0.11,0.23,2
387797,86.19,-20.00,2.72,-5.48,9.93,9.48,-9.25,0.01,0.10,0.26,2
387804,86.14,-20.00,2.73,-5.48,9.93,9.48,-9.24,-0.00,0.09,0.28,2
387811,86.15,-20.00,2.76,-5.48,9.93,9.47,-9.25,-0.00,0.08,0.26,2
387818,86.15,-20.00,2.75,-5.48,9.93,9.47,-9.25,-0.02,0.03,0.24,2
387825,86.16,-20.00,2.74,-5.48,9.93,9.47,-9.25,0.01,0.05,0.24,2
387832,86.17,-20.00,2.75,-5.40,9.93,9.47,-9.25,0.05,0.05,0.25,2
387839,86.15,-20.00,2.76,-5.40,9.93,9.47,-9.25,0.03,0.06,0.24,2
387846,86.11,-20.00,2.82,-5.40,9.92,9.46,-9.25,0.04,0.05,0.25,2
387984,86.16,-20.00,2.75,-5.43,9.92,9.47,-9.25,-0.00,0.07,0.28,2
387991,86.13,-20.00,2.79,-5.43,9.92,9.47,-9.25,-0.02,0.07,0.30,2
387998,86.16,-20.00,2.77,-5.43,9.93,9.47,-9.25,-0.01,0.05,0.27,2
388005,86.14,-20.00,2.79,-5.43,9.92,9.47,-9.25,0.03,0.07,0.26,2
388012,86.17,-20.00,2.76,-5.43,9.93,9.47,-9.25,0.03,0.08,0.29,2
388019,86.19,-20.00,2.73,-5.43,9.92,9.48,-9.25,0.06,0.08,0.28,2
388026,86.16,-20.00,2.74,-5.43,9.93,9.47,-9.25,0.07,0.07,0.26,2
388033,86.15,-20.00,2.75,-5.43,9.92,9.47,-9.25,0.04,0.06,0.29,2
388040,86.11,-20.00,2.80,-5.43,9.92,9.46,-9.25,0.05,0.09,0.31,2
388047,86.12,-20.00,2.77,-5.43,9.92,9.47,-9.24,0.04,0.08,0.30,2
388054,86.12,-20.00,2.78,-5.43,9.92,9.47,-9.24,0.01,0.08,0.30,2
388061,86.13,-20.00,2.77,-5.43,9.92,9.47,-9.24,0.01,0.13,0.30,2
388068,86.12,-20.00,2.77,-5.43,9.92,9.47,-9.24,0.01,0.11,0.28,2
388075,86.13,-20.00,2.77,-5.43,9.92,9.47,-9.25,-0.01,0.08,0.30,2
388082,86.17,-20.00,2.74,-5.43,9.92,9.47,-9.25,-0.01,0.11,0.33,2
388089,86.14,-20.00,2.75,-5.43,9.92,9.47,-9.24,-0.01,0.09,0.29,2
388096,86.12,-20.00,2.77,-5.43,9.92,9.47,-9.24,-0.00,0.05,0.28,2
388103,86.13,-20.00,2.77,-5.43,9.93,9.47,-9.25,-0.00,0.05,0.29,2
388110,86.13,-20.00,2.78,-5.43,9.93,9.47,-9.25,0.01,0.06,0.28,2
388117,86.12,-20.00,2.80,-5.43,9.92,9.46,-9.25,-0.02,0.04,0.26,2
388124,86.14,-20.00,2.79,-5.43,9.92,9.47,-9.25,-0.04,0.07,0.26,2
388131,86.17,-20.00,2.77,-5.43,9.93,9.47,-9.25,-0.02,0.07,0.30,2
388138,86.13,-20.00,2.77,-5.43,9.93,9.47,-9.24,0.02,0.04,0.31,2
388145,86.14,-20.00,2.76,-5.43,9.93,9.47,-9.25,0.03,0.05,0.30,2
388152,86.13,-20.00,2.77,-5.43,9.93,9.47,-9.25,0.01,0.06,0.30,2
388159,86.17,-20.00,2.77,-5.43,9.93,9.47,-9.25,0.01,0.05,0.30,2
388166,86.15,-20.00,2.79,-5.43,9.92,9.47,-9.25,-0.00,0.03,0.29,2
388173,86.13,-20.00,2.81,-5.43,9.92,9.46,-9.25,-0.00,0.05,0.26,2
388180,86.14,-20.00,2.80,-5.43,9.92,9.46,-9.25,0.04,0.08,0.27,2
388187,86.13,-20.00,2.81,-5.43,9.92,9.46,-9.25,0.07,0.10,0.30,2
388194,86.14,-20.00,2.78,-5.49,9.92,9.47,-9.25,0.04,0.09,0.30,2
388201,86.16,-20.00,2.75,-5.49,9.92,9.47,-9.25,0.01,0.11,0.31,2
388208,86.18,-20.00,2.73,-5.49,9.92,9.48,-9.25,-0.02,0.08,0.30,2
388215,86.15,-20.00,2.76,-5.49,9.92,9.47,-9.25,-0.01,0.10,0.30,2
388222,86.14,-20.00,2.79,-5.49,9.92,9.47,-9.25,-0.02,0.11,0.32,2
388229,86.14,-20.00,2.80,-5.49,9.92,9.46,-9.25,-0.01,0.10,0.33,2
388236,86.14,-20.00,2.80,-5.49,9.92,9.46,-9.25,-0.05,0.08,0.28,2
388243,86.17,-20.00,2.78,-5.49,9.93,9.47,-9.26,-0.04,0.08,0.23,2
388250,86.17,-20.00,2.78,-5.49,9.93,9.47,-9.26,-0.02,0.05,0.24,2
388257,86.17,-20.00,2.76,-5.49,9.93,9.47,-9.25,-0.04,0.05,0.26,2
388264,86.22,-20.00,2.72,-5.49,9.93,9.48,-9.26,0.01,0.05,0.28,2
388271,86.17,-20.00,2.78,-5.49,9.93,9.47,-9.26,0.03,0.05,0.26,2
388278,86.16,-20.00,2.78,-5.49,9.93,9.47,-9.26,0.03,0.03,0.24,2
388285,86.15,-20.00,2.80,-5.49,9.93,9.46,-9.25,0.04,0.05,0.25,2
388292,86.15,-20.00,2.79,-5.49,9.92,9.47,-9.26,-0.00,0.01,0.26,2
388299,86.16,-20.00,2.78,-5.46,9.92,9.47,-9.25,0.04,0.02,0.31,2
388306,86.16,-20.00,2.79,-5.46,9.93,9.47,-9.26,0.05,0.02,0.31,2
388313,86.14,-20.00,2.79,-5.46,9.92,9.47,-9.25,0.01,0.01,0.30,2
388320,86.15,-20.00,2.78,-5.46,9.92,9.47,-9.25,0.01,0.00,0.25,2
388327,86.15,-20.00,2.79,-5.46,9.92,9.47,-9.25,-0.01,0.02,0.24,2
388334,86.18,-20.00,2.75,-5.46,9.92,9.47,-9.25,-0.01,0.06,0.27,2
388341,86.18,-20.00,2.74,-5.46,9.92,9.47,-9.25,-0.05,0.07,0.17,2
388348,86.18,-20.00,2.75,-5.46,9.92,9.47,-9.25,-0.08,0.08,0.20,2
388355,86.17,-20.00,2.74,-5.46,9.92,9.47,-9.25,-0.08,0.09,0.22,2
388362,86.13,-20.00,2.77,-5.46,9.92,9.47,-9.25,-0.06,0.08,0.22,2
388369,86.15,-20.00,2.76,-5.46,9.92,9.47,-9.25,-0.04,0.09,0.21,2
388376,86.20,-20.00,2.72,-5.46,9.92,9.48,-9.25,-0.03,0.08,0.22,2
388383,86.18,-20.00,2.73,-5.46,9.92,9.48,-9.25,-0.04,0.06,0.26,2
388390,86.20,-20.00,2.72,-5.46,9.93,9.48,-9.25,-0.02,0.05,0.26,2
388397,86.19,-20.00,2.73,-5.46,9.93,9.48,-9.25,-0.05,0.06,0.23,2
388404,86.18,-20.00,2.74,-5.42,9.93,9.47,-9.25,-0.05,0.05,0.26,2
388411,86.12,-20.00,2.77,-5.42,9.92,9.47,-9.24,-0.05,0.05,0.27,2
388418,86.09,-20.00,2.79,-5.42,9.91,9.47,-9.24,-0.05,0.07,0.26,2
388425,86.14,-20.00,2.77,-5.42,9.91,9.47,-9.25,-0.03,0.05,0.26,2
388556,86.07,-20.00,2.88,-5.63,9.91,9.45,-9.25,0.01,0.08,0.38,2
388563,86.09,-20.00,2.86,-5.63,9.90,9.45,-9.25,0.02,0.11,0.40,2
388570,86.14,-20.00,2.83,-5.63,9.91,9.46,-9.26,-0.01,0.08,0.37,2
388577,86.15,-20.00,2.81,-5.63,9.90,9.46,-9.26,-0.02,0.10,0.38,2
388584,86.16,-20.00,2.79,-5.63,9.91,9.47,-9.26,-0.01,0.08,0.36,2
388591,86.15,-20.00,2.83,-5.63,9.90,9.46,-9.26,-0.04,0.08,0.35,2
388598,86.14,-20.00,2.83,-5.63,9.90,9.46,-9.26,-0.01,0.09,0.36,2
388605,86.18,-20.00,2.82,-5.63,9.90,9.46,-9.27,0.01,0.07,0.33,2
388612,86.17,-20.00,2.81,-5.63,9.91,9.46,-9.26,-0.02,0.07,0.27,2
388619,86.14,-20.00,2.82,-5.63,9.91,9.46,-9.26,-0.03,0.10,0.26,2
388626,86.14,-20.00,2.83,-5.63,9.91,9.46,-9.26,-0.04,0.09,0.22,2
388633,86.13,-20.00,2.86,-5.63,9.91,9.45,-9.26,-0.02,0.11,0.24,2
388640,86.14,-20.00,2.84,-5.63,9.91,9.46,-9.26,-0.05,0.09,0.22,2
388647,86.13,-20.00,2.82,-5.63,9.91,9.46,-9.26,-0.02,0.07,0.26,2
388654,86.14,-20.00,2.81,-5.63,9.91,9.46,-9.26,0.01,0.02,0.28,2
388661,86.14,-20.00,2.81,-5.47,9.91,9.46,-9.26,-0.00,0.04,0.29,2
388668,86.14,-20.00,2.81,-5.47,9.92,9.46,-9.26,0.03,0.01,0.28,2
388675,86.13,-20.00,2.80,-5.47,9.91,9.46,-9.25,0.01,0.02,0.30,2
388682,86.11,-20.00,2.80,-5.47,9.92,9.46,-9.25,0.01,0.02,0.32,2
388689,86.13,-20.00,2.80,-5.47,9.92,9.46,-9.25,0.01,0.01,0.29,2
388696,86.13,-20.00,2.79,-5.47,9.92,9.47,-9.25,-0.04,0.02,0.26,2
388703,86.12,-20.00,2.80,-5.47,9.92,9.46,-9.25,-0.05,-0.01,0.27,2
388710,86.11,-20.00,2.79,-5.47,9.93,9.47,-9.24,-0.04,0.02,0.29,2
388717,86.15,-20.00,2.76,-5.47,9.93,9.47,-9.25,-0.03,0.06,0.29,2
388724,86.15,-20.00,2.77,-5.47,9.93,9.47,-9.25,0.01,0.08,0.30,2
388731,86.18,-20.00,2.76,-5.47,9.92,9.47,-9.26,-0.00,0.08,0.28,2
388738,86.17,-20.00,2.78,-5.47,9.91,9.47,-9.26,-0.00,0.06,0.26,2
388745,86.15,-20.00,2.80,-5.47,9.91,9.46,-9.26,0.04,0.03,0.29,2
388752,86.16,-20.00,2.77,-5.47,9.92,9.47,-9.25,0.04,0.03,0.34,2
388759,86.18,-20.00,2.77,-5.47,9.93,9.47,-9.26,0.05,0.02,0.38,2
388766,86.17,-20.00,2.78,-5.46,9.92,9.47,-9.26,0.04,0.02,0.34,2
388773,86.16,-20.00,2.76,-5.46,9.92,9.47,-9.25,0.05,0.06,0.35,2
388780,86.16,-20.00,2.78,-5.46,9.92,9.47,-9.26,0.02,0.09,0.33,2
